# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-F" "GTF" "-T" "4" "-a" "genome/reference.gff" "-o" "data_comptage/counts.txt" "data_bam/SRR10379721.bam" "data_bam/SRR10379722.bam" "data_bam/SRR10379723.bam" "data_bam/SRR10379724.bam" "data_bam/SRR10379725.bam" "data_bam/SRR10379726.bam" 
Geneid	Chr	Start	End	Strand	Length	data_bam/SRR10379721.bam	data_bam/SRR10379722.bam	data_bam/SRR10379723.bam	data_bam/SRR10379724.bam	data_bam/SRR10379725.bam	data_bam/SRR10379726.bam
gene-SAOUHSC_01879	CP000253.1	1794447	1794848	-	402	6788	5189	4839	7482	6611	443
gene-SAOUHSC_01880	CP000253.1	1795368	1795592	-	225	148	104	102	78	119	11
gene-SAOUHSC_01881	CP000253.1	1795589	1796080	-	492	123	97	93	71	71	5
gene-SAOUHSC_01882	CP000253.1	1796427	1797254	-	828	7378	5020	4705	5857	6020	895
gene-SAOUHSC_01883	CP000253.1	1797257	1797376	-	120	15	8	24	11	35	5
gene-SAOUHSC_01884	CP000253.1	1797488	1798489	+	1002	3919	5376	2109	27473	39498	5510
gene-SAOUHSC_01886	CP000253.1	1798611	1799075	-	465	1202	1161	906	1085	810	277
gene-SAOUHSC_01887	CP000253.1	1799088	1800269	-	1182	2495	2950	2332	2314	2757	445
gene-SAOUHSC_01888	CP000253.1	1800280	1800912	-	633	1390	1517	1168	1288	1328	302
gene-SAOUHSC_01889	CP000253.1	1800919	1801923	-	1005	2516	3072	2205	2901	2876	1006
gene-SAOUHSC_01890	CP000253.1	1802443	1803945	-	1503	447	359	300	711	734	150
gene-SAOUHSC_01891	CP000253.1	1804468	1804782	+	315	457	433	366	292	470	12
gene-SAOUHSC_01893	CP000253.1	1804782	1806074	+	1293	1761	1586	1708	1082	1413	62
gene-SAOUHSC_01894	CP000253.1	1806092	1806487	+	396	943	832	874	616	606	169
gene-SAOUHSC_01895	CP000253.1	1806782	1807636	-	855	8618	7199	6488	9289	12015	1659
gene-SAOUHSC_01896	CP000253.1	1807912	1808136	-	225	1162	773	804	1774	2172	115
gene-SAOUHSC_01897	CP000253.1	1808335	1808805	+	471	635	465	701	574	401	17
gene-SAOUHSC_01898	CP000253.1	1808918	1809361	+	444	688	518	846	595	333	21
gene-SAOUHSC_01899	CP000253.1	1809348	1809791	-	444	371	274	306	1426	2102	93
gene-SAOUHSC_01900	CP000253.1	1810087	1810722	+	636	1260	703	1023	461	287	27
gene-SAOUHSC_01901	CP000253.1	1811162	1811875	-	714	7083	5244	2796	12217	12582	873
gene-SAOUHSC_01902	CP000253.1	1812135	1812437	+	303	43	22	35	288	243	26
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	48	36	40	147	197	22
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	117	72	74	102	141	14
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	244	213	202	111	106	9
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	51	28	48	12	3	0
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	1237	1109	576	2140	2924	1100
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	9538	7694	6680	10521	11654	575
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	8941	6882	7156	9224	11336	2794
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	38716	39933	24273	32303	38229	5679
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	654	467	554	1177	2033	77
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	669	371	372	185	163	97
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	66	41	46	52	82	17
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	1199	835	792	1860	2168	254
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	887	577	503	799	787	174
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	707	507	377	909	956	293
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	502	317	367	89	103	4
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	11067	14670	8927	11324	9191	1177
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	17684	21602	14139	14221	8861	1826
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	330	291	273	450	374	25
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	209	155	135	217	126	6
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	503	313	332	376	365	33
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	92	53	64	230	219	20
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	18	6	6	10	32	1
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	25	24	28	29	29	35
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	380	313	287	336	778	167
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	147	121	129	176	203	14
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	146	147	93	147	284	7
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	33	20	13	39	10	3
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	409	240	512	453	711	55
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	690	409	587	1038	1291	217
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	795	496	480	1275	1656	429
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	512	348	288	1575	1712	602
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	22	6	12	6	5	3
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	1456	636	626	242	357	111
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	760	408	323	159	255	70
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	3	1	5	4	9	0
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	1164	619	506	250	471	213
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	1090	679	501	281	593	142
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	1019	569	495	358	917	166
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	1083	613	467	414	764	172
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	22	25	20	20	20	2
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	880	463	505	905	686	76
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	673	561	524	1327	2310	214
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	567	546	360	1395	1350	595
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	1167	1315	784	2680	3170	454
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	993	873	584	1325	1716	201
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	61	47	48	44	47	4
gene-SAOUHSC_01951	CP000253.1	1853450	1854694	-	1245	260	148	171	131	205	19
gene-SAOUHSC_01952	CP000253.1	1854687	1857680	-	2994	521	347	363	338	516	24
gene-SAOUHSC_01953	CP000253.1	1857745	1857888	-	144	367	241	162	159	141	6
gene-SAOUHSC_01954	CP000253.1	1859010	1859993	-	984	476	329	292	154	166	26
gene-SAOUHSC_01955	CP000253.1	1859995	1860900	-	906	214	160	137	75	94	8
gene-SAOUHSC_01956	CP000253.1	1861729	1862268	+	540	374	268	319	224	195	9
gene-SAOUHSC_01957	CP000253.1	1862281	1863069	+	789	1761	1266	1356	2705	4643	462
gene-SAOUHSC_T00050	CP000253.1	1864312	1864400	-	89	151	120	80	227	166	156
gene-SAOUHSC_T00019	CP000253.1	1864455	1864526	-	72	741	584	436	537	183	658
gene-SAOUHSC_T0009	CP000253.1	1864528	1864602	-	75	311	233	196	189	37	151
gene-SAOUHSC_T00022	CP000253.1	1864617	1864690	-	74	440	369	327	292	81	159
gene-SAOUHSC_T00026	CP000253.1	1864706	1864781	-	76	1262	878	895	835	475	646
gene-SAOUHSC_T00042	CP000253.1	1864795	1864867	-	73	1021	822	793	945	755	478
gene-SAOUHSC_T00012	CP000253.1	1864884	1864959	-	76	153	108	84	173	93	151
gene-SAOUHSC_T00038	CP000253.1	1864981	1865054	-	74	310	258	199	498	245	546
gene-SAOUHSC_01958	CP000253.1	1865526	1866080	-	555	727	689	522	1499	2121	491
gene-SAOUHSC_01959	CP000253.1	1866174	1866401	+	228	12	7	15	4	8	0
gene-SAOUHSC_01960	CP000253.1	1866403	1867803	-	1401	5771	5300	4401	5297	6600	1254
gene-SAOUHSC_01961	CP000253.1	1867827	1868750	-	924	2623	2602	1921	2971	3809	990
gene-SAOUHSC_01962	CP000253.1	1868808	1869845	-	1038	2711	2581	2034	3298	4797	585
gene-SAOUHSC_01963	CP000253.1	1869835	1869945	-	111	0	0	1	2	1	2
gene-SAOUHSC_01964	CP000253.1	1870108	1870611	+	504	3140	2869	1668	13651	18927	689
gene-SAOUHSC_01966	CP000253.1	1870735	1871958	-	1224	2375	1459	1516	4686	5882	750
gene-SAOUHSC_01967	CP000253.1	1871951	1872691	-	741	1130	804	545	3277	3583	377
gene-SAOUHSC_01968	CP000253.1	1872825	1873247	+	423	2618	2212	1924	4431	5369	195
gene-SAOUHSC_01969	CP000253.1	1873389	1873754	+	366	9968	8641	6106	34244	34014	15912
gene-SAOUHSC_01971	CP000253.1	1874487	1875044	+	558	133	101	90	509	450	42
gene-SAOUHSC_01972	CP000253.1	1875249	1876211	+	963	53911	39511	49996	10412	15306	1932
gene-SAOUHSC_01973	CP000253.1	1876332	1877273	-	942	8563	6009	6113	10914	12749	2097
gene-SAOUHSC_01974	CP000253.1	1877270	1880206	-	2937	14118	10830	10723	23363	27614	3626
gene-SAOUHSC_01975	CP000253.1	1880196	1881392	-	1197	3131	2652	2248	10778	12698	1090
gene-SAOUHSC_01976	CP000253.1	1881683	1881781	-	99	52	51	31	20	24	2
gene-SAOUHSC_01977	CP000253.1	1882164	1882508	-	345	8030	6254	4905	10645	11902	846
gene-SAOUHSC_01978	CP000253.1	1882577	1883701	-	1125	3470	2389	2492	3318	3586	287
gene-SAOUHSC_01979	CP000253.1	1883880	1884344	-	465	1532	1166	1030	1111	1185	85
gene-SAOUHSC_01980	CP000253.1	1884700	1885323	-	624	494	370	328	653	769	57
gene-SAOUHSC_01981	CP000253.1	1885345	1886457	-	1113	931	628	601	1321	1546	125
gene-SAOUHSC_01982	CP000253.1	1886620	1887441	+	822	2709	2411	1631	5246	5192	921
gene-SAOUHSC_01983	CP000253.1	1887904	1889289	-	1386	3795	3239	2104	9761	10151	2943
gene-SAOUHSC_01984	CP000253.1	1889485	1889880	-	396	375	298	318	745	636	46
gene-SAOUHSC_01985	CP000253.1	1889999	1890361	+	363	74	34	32	29	20	7
gene-SAOUHSC_01986	CP000253.1	1890657	1890809	-	153	6200	4535	3778	10074	8447	1047
gene-SAOUHSC_01987	CP000253.1	1890834	1891433	-	600	16738	14683	10479	29381	28304	3782
gene-SAOUHSC_01988	CP000253.1	1891592	1892062	-	471	932	815	730	1137	1539	311
gene-SAOUHSC_01989	CP000253.1	1892067	1893209	-	1143	1897	1687	1510	2883	3754	722
gene-SAOUHSC_01990	CP000253.1	1893345	1894073	-	729	1766	1149	1527	600	1415	351
gene-SAOUHSC_01991	CP000253.1	1894060	1895517	-	1458	1914	1376	1712	522	1845	152
gene-SAOUHSC_01992	CP000253.1	1895775	1896836	-	1062	2504	2491	2319	3661	3788	657
gene-SAOUHSC_01993	CP000253.1	1897329	1898531	+	1203	536	354	348	673	572	27
gene-SAOUHSC_T00031	CP000253.1	1898905	1898988	-	84	2922	1943	1540	4283	3208	6913
gene-SAOUHSC_T00023	CP000253.1	1899205	1899279	-	75	4436	2834	3880	1845	1495	1325
gene-SAOUHSC_T00015	CP000253.1	1899287	1899360	-	74	596	477	376	286	152	125
gene-SAOUHSC_T00016	CP000253.1	1899366	1899437	-	72	1708	1222	1060	965	170	351
gene-SAOUHSC_T00027	CP000253.1	1899449	1899521	-	73	2491	2072	1513	1172	346	985
gene-SAOUHSC_T00056	CP000253.1	1899524	1899597	-	74	1351	1371	849	525	373	500
gene-SAOUHSC_T00057	CP000253.1	1899613	1899693	-	81	2036	1664	1689	1489	2726	1039
gene-SAOUHSC_T00054	CP000253.1	1899699	1899774	-	76	1770	1787	1339	508	627	190
gene-SAOUHSC_T00043	CP000253.1	1899782	1899854	-	73	1687	723	1485	816	510	373
gene-SAOUHSC_A01909	CP000253.1	1899812	1899976	+	165	5	2	1	1	3	3
gene-SAOUHSC_T00013	CP000253.1	1899873	1899948	-	76	397	265	283	158	104	164
gene-SAOUHSC_T00039	CP000253.1	1899958	1900031	-	74	3155	2006	1778	1045	452	1085
gene-SAOUHSC_T00051	CP000253.1	1900046	1900138	-	93	3833	3331	2605	1112	319	497
gene-SAOUHSC_A01910	CP000253.1	1900176	1900424	+	249	17	7	8	5	2	1
gene-SAOUHSC_T00014	CP000253.1	1900177	1900252	-	76	2162	1940	1778	615	413	545
gene-SAOUHSC_T00052	CP000253.1	1900263	1900352	-	90	1228	929	617	377	94	193
gene-SAOUHSC_T00040	CP000253.1	1900362	1900435	-	74	1631	1165	1232	599	323	447
gene-SAOUHSC_T00041	CP000253.1	1900461	1900537	-	77	6901	3626	5579	2472	1779	1662
gene-SAOUHSC_T0002	CP000253.1	1900559	1900634	-	76	936	561	614	299	213	192
gene-SAOUHSC_T00045	CP000253.1	1900652	1900725	-	74	773	498	518	444	607	340
gene-SAOUHSC_T0007	CP000253.1	1900735	1900808	-	74	4229	5636	2459	1975	889	1154
gene-SAOUHSC_T00032	CP000253.1	1900827	1900915	-	89	726	675	379	438	102	122
gene-SAOUHSC_T00024	CP000253.1	1900926	1901000	-	75	68	54	68	29	12	9
gene-SAOUHSC_T00033	CP000253.1	1901004	1901085	-	82	3106	2434	1326	1822	61	1202
gene-SAOUHSC_T00036	CP000253.1	1901089	1901164	-	76	967	1180	477	436	175	397
gene-SAOUHSC_T00055	CP000253.1	1901170	1901245	-	76	736	206	359	272	116	179
gene-SAOUHSC_T00060	CP000253.1	1901262	1901337	-	76	11	9	9	4	3	1
gene-SAOUHSC_R00013	CP000253.1	1901349	1901463	-	115	10	4	0	4	0	6
gene-SAOUHSC_R0008	CP000253.1	1901536	1904457	-	2922	1757	2580	757	1255	910	2472
gene-SAOUHSC_T0003	CP000253.1	1904671	1904746	-	76	3920	1422	1863	659	559	515
gene-SAOUHSC_A01912	CP000253.1	1904764	1904943	+	180	7	2	0	1	0	1
gene-SAOUHSC_T00028	CP000253.1	1904765	1904841	-	77	113	155	86	60	37	19
gene-SAOUHSC_R0003	CP000253.1	1904931	1906485	-	1555	405	224	93	489	311	926
gene-SAOUHSC_01997	CP000253.1	1907224	1907670	-	447	30719	23275	23075	26303	36249	1880
gene-SAOUHSC_01998	CP000253.1	1907767	1908717	-	951	2874	2010	2507	4278	6756	426
gene-SAOUHSC_01999	CP000253.1	1908723	1909178	-	456	1287	918	974	2157	4043	182
gene-SAOUHSC_02000	CP000253.1	1909373	1910548	+	1176	6472	4626	6591	3229	3638	1398
gene-SAOUHSC_02001	CP000253.1	1910892	1911935	+	1044	11337	7955	11340	6590	9459	917
gene-SAOUHSC_02002	CP000253.1	1912025	1912117	-	93	158	114	108	114	110	9
gene-SAOUHSC_02003	CP000253.1	1912126	1913862	-	1737	7356	7952	5380	4530	5789	801
gene-SAOUHSC_02004	CP000253.1	1914153	1914695	-	543	8992	6698	9228	3403	3800	817
gene-SAOUHSC_02005	CP000253.1	1914997	1916034	-	1038	1939	1550	1893	1915	2542	253
gene-SAOUHSC_02006	CP000253.1	1916186	1917163	+	978	14811	11200	10646	7134	7015	1434
gene-SAOUHSC_02007	CP000253.1	1917267	1917497	+	231	11	4	9	2	2	0
gene-SAOUHSC_02008	CP000253.1	1917424	1918260	-	837	1621	852	1480	2026	2265	138
gene-SAOUHSC_02009	CP000253.1	1918269	1919786	-	1518	1539	1151	1142	4240	5391	694
gene-SAOUHSC_02010	CP000253.1	1919801	1920091	-	291	357	244	235	1216	2001	193
gene-SAOUHSC_02011	CP000253.1	1920093	1920911	-	819	682	525	469	1551	2747	193
gene-SAOUHSC_02012	CP000253.1	1921172	1921981	-	810	19464	17085	18663	7897	11590	825
gene-SAOUHSC_02013	CP000253.1	1922322	1922837	-	516	6503	6219	4642	14889	14721	2628
gene-SAOUHSC_02014	CP000253.1	1922968	1923129	-	162	427	324	358	695	703	34
gene-SAOUHSC_02015	CP000253.1	1923456	1923557	+	102	0	0	0	0	0	0
gene-SAOUHSC_02016	CP000253.1	1923883	1924083	-	201	0	0	0	0	0	0
gene-SAOUHSC_02017	CP000253.1	1924070	1924180	-	111	0	0	0	0	0	0
gene-SAOUHSC_02018	CP000253.1	1924251	1924403	-	153	0	0	0	0	0	0
gene-SAOUHSC_02019	CP000253.1	1924647	1926092	-	1446	0	0	0	0	0	0
gene-SAOUHSC_02020	CP000253.1	1926073	1926510	-	438	0	0	0	0	0	0
gene-SAOUHSC_02021	CP000253.1	1926566	1926961	-	396	0	0	0	0	0	0
gene-SAOUHSC_02022	CP000253.1	1926967	1928139	-	1173	0	0	0	0	0	0
gene-SAOUHSC_02023	CP000253.1	1928152	1930050	-	1899	0	0	0	0	0	0
gene-SAOUHSC_02025	CP000253.1	1930187	1930486	-	300	0	0	0	0	0	0
gene-SAOUHSC_02026	CP000253.1	1930526	1930699	-	174	0	0	0	0	0	0
gene-SAOUHSC_02027	CP000253.1	1930703	1931080	-	378	0	0	0	0	0	0
gene-SAOUHSC_02028	CP000253.1	1931080	1932903	-	1824	0	0	0	0	0	0
gene-SAOUHSC_02029	CP000253.1	1932903	1934813	-	1911	0	0	0	0	0	0
gene-SAOUHSC_02030	CP000253.1	1934828	1936729	-	1902	0	0	0	0	0	0
gene-SAOUHSC_02031	CP000253.1	1936738	1937685	-	948	0	0	0	0	0	0
gene-SAOUHSC_02033	CP000253.1	1937698	1941165	-	3468	0	0	0	0	0	0
gene-SAOUHSC_02034	CP000253.1	1941182	1941526	-	345	0	0	0	0	0	0
gene-SAOUHSC_02035	CP000253.1	1941556	1941921	-	366	0	0	0	0	0	0
gene-SAOUHSC_02036	CP000253.1	1941983	1942564	-	582	0	0	0	0	0	0
gene-SAOUHSC_02037	CP000253.1	1942583	1942966	-	384	0	0	0	0	0	0
gene-SAOUHSC_02038	CP000253.1	1942978	1943325	-	348	0	0	0	0	0	0
gene-SAOUHSC_02040	CP000253.1	1943325	1943627	-	303	0	0	0	0	0	0
gene-SAOUHSC_02041	CP000253.1	1943624	1943956	-	333	0	0	0	0	0	0
gene-SAOUHSC_02042	CP000253.1	1943965	1944252	-	288	0	0	0	0	0	0
gene-SAOUHSC_02043	CP000253.1	1944274	1945248	-	975	0	0	0	0	0	0
gene-SAOUHSC_02044	CP000253.1	1945262	1945882	-	621	0	0	0	0	0	0
gene-SAOUHSC_02046	CP000253.1	1945991	1946161	-	171	0	0	0	0	0	0
gene-SAOUHSC_02047	CP000253.1	1946234	1947229	-	996	0	0	0	0	0	0
gene-SAOUHSC_02048	CP000253.1	1947236	1948771	-	1536	0	0	0	0	0	0
gene-SAOUHSC_02049	CP000253.1	1948782	1950059	-	1278	0	0	0	0	0	0
gene-SAOUHSC_02050	CP000253.1	1950046	1950486	-	441	0	0	0	0	0	0
gene-SAOUHSC_02051	CP000253.1	1950673	1951095	-	423	0	0	0	0	0	0
gene-SAOUHSC_02052	CP000253.1	1951119	1951265	-	147	0	0	0	0	0	0
gene-SAOUHSC_02053	CP000253.1	1951266	1951454	-	189	0	0	0	0	0	0
gene-SAOUHSC_02054	CP000253.1	1951442	1951642	-	201	0	0	0	0	0	0
gene-SAOUHSC_02055	CP000253.1	1951617	1951805	-	189	0	0	0	0	0	0
gene-SAOUHSC_02056	CP000253.1	1951802	1952047	-	246	0	0	0	0	0	0
gene-SAOUHSC_02057	CP000253.1	1952084	1952620	-	537	0	0	0	0	0	0
gene-SAOUHSC_02058	CP000253.1	1952586	1952828	-	243	0	0	0	0	0	0
gene-SAOUHSC_02059	CP000253.1	1952825	1953070	-	246	0	0	0	0	0	0
gene-SAOUHSC_02060	CP000253.1	1953085	1953333	-	249	0	0	0	0	0	0
gene-SAOUHSC_02061	CP000253.1	1953334	1953693	-	360	0	0	0	0	0	0
gene-SAOUHSC_02062	CP000253.1	1953694	1953963	-	270	0	0	0	0	0	0
gene-SAOUHSC_02063	CP000253.1	1953964	1954149	-	186	0	0	0	0	0	0
gene-SAOUHSC_02064	CP000253.1	1954154	1954558	-	405	0	0	0	0	0	0
gene-SAOUHSC_02065	CP000253.1	1954569	1954790	-	222	0	0	0	0	0	0
gene-SAOUHSC_02066	CP000253.1	1954794	1955009	-	216	0	0	0	0	0	0
gene-SAOUHSC_02067	CP000253.1	1955006	1956247	-	1242	0	0	0	0	0	0
gene-SAOUHSC_02068	CP000253.1	1956244	1956600	-	357	0	0	0	0	0	0
gene-SAOUHSC_02069	CP000253.1	1956600	1957406	-	807	0	0	0	0	0	0
gene-SAOUHSC_02070	CP000253.1	1957378	1958070	-	693	0	0	0	0	0	0
gene-SAOUHSC_02071	CP000253.1	1958083	1958583	-	501	0	0	0	0	0	0
gene-SAOUHSC_02072	CP000253.1	1958667	1959446	-	780	0	0	0	0	0	0
gene-SAOUHSC_02073	CP000253.1	1959447	1959983	-	537	0	0	0	0	0	0
gene-SAOUHSC_02074	CP000253.1	1959996	1960316	-	321	0	0	0	0	0	0
gene-SAOUHSC_02075	CP000253.1	1960237	1960566	-	330	0	0	0	0	0	0
gene-SAOUHSC_02076	CP000253.1	1960656	1960817	-	162	0	0	0	0	0	0
gene-SAOUHSC_02077	CP000253.1	1960810	1961094	-	285	0	0	0	0	0	0
gene-SAOUHSC_02078	CP000253.1	1961045	1961494	-	450	0	0	0	0	0	0
gene-SAOUHSC_02079	CP000253.1	1961536	1961760	-	225	0	0	0	0	0	0
gene-SAOUHSC_02080	CP000253.1	1961761	1962552	-	792	0	0	0	0	0	0
gene-SAOUHSC_02081	CP000253.1	1962709	1963017	-	309	0	0	0	0	0	0
gene-SAOUHSC_02083	CP000253.1	1963032	1963250	-	219	0	0	0	0	0	0
gene-SAOUHSC_02084	CP000253.1	1963392	1964111	+	720	0	0	0	0	0	0
gene-SAOUHSC_02085	CP000253.1	1964181	1964348	+	168	0	0	0	0	0	0
gene-SAOUHSC_02086	CP000253.1	1964508	1964693	+	186	0	0	0	0	0	0
gene-SAOUHSC_02087	CP000253.1	1964729	1965634	+	906	0	0	0	0	0	0
gene-SAOUHSC_02088	CP000253.1	1965571	1965771	-	201	0	0	0	0	0	0
gene-SAOUHSC_02089	CP000253.1	1965883	1966929	+	1047	0	0	0	0	0	0
gene-SAOUHSC_02090	CP000253.1	1966974	1968119	+	1146	4529	3344	4172	3007	3664	394
gene-SAOUHSC_02091	CP000253.1	1968379	1968909	-	531	4550	3294	3849	7237	12239	1885
gene-SAOUHSC_02092	CP000253.1	1968999	1970255	-	1257	5972	4230	4920	10038	13426	1876
gene-SAOUHSC_02093	CP000253.1	1970258	1970458	-	201	432	216	464	675	1358	71
gene-SAOUHSC_02095	CP000253.1	1970605	1971069	+	465	8396	8634	6405	38444	76703	15976
gene-SAOUHSC_02096	CP000253.1	1971076	1971351	+	276	7507	6666	5800	27240	27518	3617
gene-SAOUHSC_02097	CP000253.1	1971629	1972846	+	1218	4961	4455	3509	22516	21975	2839
gene-SAOUHSC_02098	CP000253.1	1972962	1973591	-	630	15714	12432	14747	3725	4850	619
gene-SAOUHSC_02099	CP000253.1	1973581	1974624	-	1044	18929	14076	18983	4836	5902	371
gene-SAOUHSC_02100	CP000253.1	1974621	1975322	-	702	4393	3456	3947	1635	2070	127
gene-SAOUHSC_02101	CP000253.1	1975337	1975723	-	387	1484	1205	1800	727	1828	24
gene-SAOUHSC_02102	CP000253.1	1975940	1976698	-	759	2942	1957	2125	3526	2902	531
gene-SAOUHSC_A02013	CP000253.1	1976772	1976960	-	189	100	76	69	177	190	161
gene-SAOUHSC_02103	CP000253.1	1977226	1978212	+	987	653	400	577	629	569	33
gene-SAOUHSC_02104	CP000253.1	1978643	1979056	-	414	40	22	40	61	88	10
gene-SAOUHSC_02105	CP000253.1	1979085	1979195	-	111	107	82	77	33	12	4
gene-SAOUHSC_02106	CP000253.1	1979281	1980012	-	732	8007	5617	8661	2979	2903	403
gene-SAOUHSC_02107	CP000253.1	1980014	1981327	-	1314	10475	8276	10994	5213	4901	863
gene-SAOUHSC_02108	CP000253.1	1981619	1982119	+	501	39939	29818	32905	24736	18998	1109
gene-SAOUHSC_02109	CP000253.1	1982201	1982293	-	93	5	2	6	7	5	0
gene-SAOUHSC_02110	CP000253.1	1982508	1983062	+	555	6766	6213	4970	2411	1780	110
gene-SAOUHSC_02111	CP000253.1	1983130	1984170	-	1041	2530	2398	1713	1715	1387	418
gene-SAOUHSC_02112	CP000253.1	1984447	1984977	-	531	3036	2462	3105	1934	2155	232
gene-SAOUHSC_02113	CP000253.1	1985147	1986508	-	1362	4723	4279	3791	2850	3173	329
gene-SAOUHSC_02114	CP000253.1	1986589	1987536	-	948	13881	8707	11155	5336	4984	960
gene-SAOUHSC_02115	CP000253.1	1988119	1988265	-	147	0	2	0	1	2	0
gene-SAOUHSC_02116	CP000253.1	1988305	1989732	-	1428	16736	12648	13258	20416	25974	6093
gene-SAOUHSC_02117	CP000253.1	1989745	1991202	-	1458	6808	5181	4858	9430	8860	2252
gene-SAOUHSC_02118	CP000253.1	1991204	1991506	-	303	645	519	406	1088	1563	102
gene-SAOUHSC_02119	CP000253.1	1991873	1993411	+	1539	5261	4431	4303	8266	10119	2867
gene-SAOUHSC_02121	CP000253.1	1993500	1994699	-	1200	7038	4914	5367	8305	10758	1579
gene-SAOUHSC_02122	CP000253.1	1994712	1996715	-	2004	7145	5096	5547	7562	9586	1558
gene-SAOUHSC_02123	CP000253.1	1996719	1998911	-	2193	5567	4014	4096	5573	6724	1671
gene-SAOUHSC_02124	CP000253.1	1998908	1999600	-	693	1011	765	697	1404	1635	170
gene-SAOUHSC_02125	CP000253.1	1999772	2000074	-	303	2376	1503	1617	2430	1679	272
gene-SAOUHSC_02126	CP000253.1	2000183	2001478	-	1296	3787	2329	2842	3450	3011	548
gene-SAOUHSC_02127	CP000253.1	2002339	2003505	+	1167	2560	1027	2177	370	393	156
gene-SAOUHSC_02129	CP000253.1	2003536	2003862	+	327	862	265	1056	196	265	33
gene-SAOUHSC_02130	CP000253.1	2004154	2004327	-	174	1002	699	696	882	594	317
gene-SAOUHSC_02131	CP000253.1	2004308	2004910	-	603	2108	1570	1568	2348	2950	349
gene-SAOUHSC_02132	CP000253.1	2005181	2006002	-	822	1852	1265	1492	2462	4075	341
gene-SAOUHSC_02133	CP000253.1	2005995	2007437	-	1443	1323	962	1090	2072	3832	670
gene-SAOUHSC_02134	CP000253.1	2007648	2008724	+	1077	955	701	598	2097	2746	796
gene-SAOUHSC_02135	CP000253.1	2008744	2009538	+	795	1038	679	722	2059	2861	320
gene-SAOUHSC_02136	CP000253.1	2009610	2009717	+	108	6	3	5	3	3	0
gene-SAOUHSC_02137	CP000253.1	2009728	2011290	-	1563	4145	3579	3137	4499	6420	1650
gene-SAOUHSC_02138	CP000253.1	2011495	2012592	-	1098	604	530	422	2215	2237	691
gene-SAOUHSC_02139	CP000253.1	2012964	2013524	+	561	9296	7181	6194	13889	23278	1894
gene-SAOUHSC_02140	CP000253.1	2013577	2014506	+	930	23142	16991	15772	26475	25609	3061
gene-SAOUHSC_02141	CP000253.1	2014701	2014874	-	174	14	13	13	12	27	2
